Case ID,FG_massflow(kg/h),FG_co2_cons(mol_ratio)_i,FG_temp(C)_i,LA_massflow(kg/h),LA_temp(C)_i,WWT_flowrate(kg/h),WWB_flowrate(kg/h),RA_to_Reg_temp_i,Reb_duty(kJ/h),LA_cool_duty(kJ/h),WWT_cool_duty(kJ/h),WWT_cool_duty2(kJ/h),MEA_emission_ppm(mass_ratio),CO2_massflow_offgas(kg/h),MEA_emission(kg/h),FG_flowrate(Sm3/h),L/G (kg/kg)_i,L/G (kg/Sm3),Lean_loading(mol/mol)_i,Cap_co2(kg/h),Cap_eff(%)_o,Rich_loading(mol/mol)_o,RA_flowrate(kg/h),RA_temp_after_abs_o,Reb_duty(KJ/h),Cond_duty(kJ/h),SRD(MJ/kgco2)_o,SCD(MJ/kgco2)_o,Co2_purity(%mol)_o,Co2_prod_flowrate(kg/h),Reg_bttm_temp,Reg_bttm_flowrate(kg/h),LA_temp_after_HE_,HE_left_min_apprch_i,HE_right_min_apprch,LMTD,MEA_mkp(kg/h),Abs_ht(m)_i,SLAD(MJ/kgco2)_o,FG_co2_cons(%mol)
Case#3865,72070,0.0595,20,61400,30,55000,55010,106,25000000,501400,2163000,3352000,0.001529,1564,1.53E-09,58640,0.8519,1.047,0.1224,4930,75.92,0.4936,65530,24,25000000,13890000,5.071,2.817,0.986,4960,122.8,60580,32.3,8.299,16.75,12.03,0,12,0.101703854,5.95
Case#3866,72070,0.0595,20,61400,30,55000,55010,106,30000000,739100,2264000,3473000,0.001728,1334,1.73E-09,58640,0.8519,1.047,0.1043,5160,79.46,0.4928,65720,24.47,30000000,18300000,5.814,3.546,0.986,5190,123,60530,33.39,8.916,16.96,12.51,0,12,0.143236434,5.95
Case#3867,72070,0.0595,20,61400,40,55000,55010,103,25000000,154700,2717000,3979000,0.002034,1581,2.03E-09,58640,0.8519,1.047,0.1239,4913,75.66,0.4938,65190,23.88,25000000,12160000,5.088,2.475,0.9859,4943,122.8,60250,40.64,16.76,19.76,18.22,0,12,0.031487889,5.95
Case#3868,72070,0.0595,20,61400,40,55000,55010,103,30000000,379700,2822000,4097000,0.0023,1345,2.30E-09,58640,0.8519,1.047,0.1053,5150,79.29,0.4931,65370,24.34,30000000,16550000,5.826,3.215,0.986,5180,123,60190,41.67,17.33,19.98,18.62,0,12,0.073728155,5.95
Case#3869,72070,0.0595,20,81200,30,55000,55010,103,15000000,1565000,1686000,2748000,0.0009497,2455,9.50E-10,58640,1.127,1.385,0.2659,4039,62.2,0.4957,84660,25.2,15000000,4603000,3.713,1.14,0.985,4055,119.2,80600,35.9,10.7,16.17,13.25,0,12,0.387472147,5.95
Case#3870,72070,0.0595,20,81200,30,55000,55010,103,20000000,3170000,2132000,3317000,0.001571,1409,1.57E-09,58640,1.127,1.385,0.2019,5086,78.31,0.4915,85510,27.21,20000000,6439000,3.933,1.266,0.9856,5115,121.3,80400,41.58,14.36,18.28,16.24,0,12,0.623279591,5.95
Case#3871,72070,0.0595,20,81200,30,55000,55010,103,25000000,4680000,2272000,3492000,0.002077,833.1,2.08E-09,58640,1.127,1.385,0.1613,5661,87.17,0.4837,86030,29.79,25000000,9438000,4.416,1.667,0.9859,5701,122.2,80330,46.74,16.94,19.15,18.03,0,12,0.826709062,5.95
Case#3872,72070,0.0595,20,81200,30,55000,55010,103,30000000,5985000,2269000,3506000,0.002313,594.2,2.31E-09,58640,1.127,1.385,0.1364,5900,90.85,0.4725,86280,31.72,30000000,13140000,5.085,2.228,0.9861,5942,122.5,80340,51.11,19.39,19.55,19.47,0,12,1.01440678,5.95
Case#3873,72070,0.0595,20,81200,30,55000,55010,104.5,15000000,641600,1746000,2827000,0.001009,2327,1.01E-09,58640,1.127,1.385,0.2582,4167,64.17,0.4953,84760,25.37,15000000,5303000,3.599,1.272,0.9851,4186,119.5,80580,32.39,7.026,14.99,10.51,0,12,0.153971682,5.95
Case#3874,72070,0.0595,20,81200,30,55000,55010,104.5,20000000,2180000,2153000,3343000,0.00162,1347,1.62E-09,58640,1.127,1.385,0.198,5148,79.27,0.491,85570,27.41,20000000,7339000,3.885,1.426,0.9857,5180,121.4,80390,37.95,10.55,16.88,13.47,0,12,0.423465423,5.95
Case#3875,72070,0.0595,20,81200,30,55000,55010,104.5,25000000,3654000,2274000,3494000,0.002095,814.5,2.10E-09,58640,1.127,1.385,0.1597,5680,87.46,0.4832,86050,29.92,25000000,10450000,4.402,1.839,0.9859,5720,122.2,80330,43.08,13.16,17.68,15.31,0,12,0.643309859,5.95
Case#3876,72070,0.0595,20,81200,30,55000,55010,104.5,30000000,4959000,2268000,3504000,0.00232,588,2.32E-09,58640,1.127,1.385,0.1356,5906,90.95,0.472,86290,31.78,30000000,14160000,5.079,2.397,0.9861,5948,122.6,80340,47.52,15.74,18.06,16.87,0,12,0.839654589,5.95
Case#3877,72070,0.0595,20,81200,30,55000,55010,106,20000000,1056000,2171000,3366000,0.001666,1289,1.67E-09,58640,1.127,1.385,0.1942,5205,80.15,0.4906,85620,27.6,20000000,8381000,3.842,1.61,0.9857,5240,121.5,80380,33.83,6.232,15.47,10.16,0,12,0.202881844,5.95
Case#3878,72070,0.0595,20,81200,30,55000,55010,106,25000000,2505000,2275000,3496000,0.002113,796.6,2.11E-09,58640,1.127,1.385,0.1581,5698,87.73,0.4826,86070,30.04,25000000,11580000,4.388,2.032,0.9859,5738,122.2,80330,38.97,8.93,16.21,12.21,0,12,0.43962794,5.95
Case#3879,72070,0.0595,20,81200,30,55000,55010,106,30000000,3811000,2267000,3502000,0.002326,581.6,2.33E-09,58640,1.127,1.385,0.1347,5913,91.04,0.4715,86290,31.85,30000000,15300000,5.074,2.587,0.9861,5954,122.6,80340,43.49,11.64,16.57,13.96,0,12,0.644512092,5.95
Case#3880,72070,0.0595,20,81200,40,55000,55010,103,20000000,412700,2852000,4128000,0.002291,1403,2.29E-09,58640,1.127,1.385,0.2019,5091,78.39,0.4918,85090,27.1,20000000,6454000,3.928,1.268,0.9856,5121,121.3,79970,41.44,14.34,18.31,16.25,0,12,0.081064624,5.95
Case#3881,72070,0.0595,20,81200,40,55000,55010,103,25000000,1854000,3003000,4319000,0.003028,826.4,3.03E-09,58640,1.127,1.385,0.1615,5668,87.27,0.4843,85590,29.65,25000000,9471000,4.411,1.671,0.9859,5708,122.2,79880,46.53,16.88,19.18,18.01,0,12,0.327099506,5.95
Case#3882,72070,0.0595,20,81200,40,55000,55010,103,30000000,3127000,3009000,4308000,0.003386,584.9,3.39E-09,58640,1.127,1.385,0.1367,5909,90.99,0.4733,85830,31.61,30000000,13180000,5.077,2.231,0.9861,5952,122.6,79880,50.91,19.3,19.58,19.44,0,12,0.529192757,5.95
Case#3883,72070,0.0595,20,81200,40,55000,55010,104.5,25000000,821700,3005000,4320000,0.003054,807.8,3.05E-09,58640,1.127,1.385,0.1599,5687,87.56,0.4838,85610,29.78,25000000,10480000,4.396,1.842,0.9859,5727,122.2,79880,42.86,13.09,17.71,15.28,0,12,0.144487427,5.95
Case#3884,72070,0.0595,20,81200,40,55000,55010,104.5,30000000,2097000,3008000,4308000,0.003396,578.6,3.40E-09,58640,1.127,1.385,0.1358,5916,91.09,0.4728,85840,31.67,30000000,14200000,5.071,2.4,0.9861,5958,122.6,79880,47.31,15.64,18.09,16.83,0,12,0.354462475,5.95
Case#3885,72070,0.0595,20,81200,40,55000,55010,106,30000000,944400,3008000,4307000,0.003406,572.2,3.41E-09,58640,1.127,1.385,0.135,5922,91.19,0.4723,85850,31.74,30000000,15330000,5.066,2.589,0.9861,5964,122.6,79880,43.26,11.53,16.6,13.91,0,12,0.159473151,5.95
Case#3886,72070,0.0595,20,81200,50,55000,55010,103,30000000,234200,3703000,5010000,0.004746,577.3,4.75E-09,58640,1.127,1.385,0.137,5917,91.11,0.4741,85310,31.51,30000000,13230000,5.07,2.235,0.9861,5960,122.6,79350,50.73,19.22,19.61,19.42,0,12,0.039580869,5.95
Case#3887,72070,0.0595,20,101000,30,55000,55010,103,15000000,1941000,1583000,2615000,0.0009069,2387,9.07E-10,58640,1.401,1.722,0.3067,4108,63.25,0.4945,104600,27.73,15000000,4649000,3.652,1.132,0.9846,4127,117.2,100500,35.99,8.259,14.22,10.97,0,12,0.472492697,5.95
Case#3888,72070,0.0595,20,101000,30,55000,55010,103,20000000,4360000,1956000,3106000,0.001459,1335,1.46E-09,58640,1.401,1.722,0.2511,5160,79.45,0.4873,105500,30.35,20000000,5955000,3.876,1.154,0.9853,5186,119.7,100300,43.09,12.74,16.75,14.65,0,12,0.84496124,5.95
Case#3889,72070,0.0595,20,101000,30,55000,55010,103,25000000,7529000,2016000,3189000,0.00192,696.8,1.92E-09,58640,1.401,1.722,0.2015,5798,89.27,0.467,106100,33.79,25000000,7544000,4.312,1.301,0.9857,5841,121.3,100300,51.96,18.18,18.28,18.23,0,12,1.298551225,5.95
Case#3890,72070,0.0595,20,101000,30,55000,55010,103,30000000,9674000,1959000,3129000,0.002088,475.6,2.09E-09,58640,1.401,1.722,0.1662,6019,92.68,0.4419,106400,35.73,30000000,10570000,4.984,1.756,0.986,6058,122,100300,57.68,21.94,19.04,20.46,0,12,1.607243728,5.95
Case#3891,72070,0.0595,20,101000,30,55000,55010,104.5,15000000,929600,1656000,2713000,0.0009812,2212,9.81E-10,58640,1.401,1.722,0.2979,4282,65.94,0.4938,104700,28.05,15000000,5398000,3.503,1.261,0.9847,4305,117.7,100400,32.85,4.804,13.2,8.305,0,12,0.217094816,5.95
Case#3892,72070,0.0595,20,101000,30,55000,55010,104.5,20000000,3390000,1982000,3139000,0.001537,1218,1.54E-09,58640,1.401,1.722,0.2441,5276,81.25,0.4856,105600,30.81,20000000,6820000,3.79,1.293,0.9854,5307,120,100300,40.16,9.347,15.51,12.17,0,12,0.642532221,5.95
Case#3893,72070,0.0595,20,101000,30,55000,55010,104.5,25000000,6535000,2011000,3213000,0.001945,664.9,1.95E-09,58640,1.401,1.722,0.1976,5829,89.76,0.4646,106100,34.03,25000000,8537000,4.289,1.464,0.9858,5874,121.4,100300,49.07,15.04,16.88,15.94,0,12,1.121118545,5.95
Case#3894,72070,0.0595,20,101000,30,55000,55010,104.5,30000000,8909000,1956000,3126000,0.002093,469.7,2.09E-09,58640,1.401,1.722,0.165,6025,92.77,0.4409,106400,35.79,30000000,11340000,4.98,1.882,0.986,6062,122.1,100300,55.52,19.72,17.56,18.62,0,12,1.478672199,5.95
Case#3895,72070,0.0595,20,101000,30,55000,55010,106,20000000,2284000,2001000,3164000,0.00161,1112,1.61E-09,58640,1.401,1.722,0.2373,5382,82.87,0.4836,105700,31.28,20000000,7843000,3.716,1.457,0.9855,5416,120.2,100300,36.83,5.547,14.24,9.222,0,12,0.424377555,5.95
Case#3896,72070,0.0595,20,101000,30,55000,55010,106,25000000,5414000,2006000,3203000,0.001969,633.4,1.97E-09,58640,1.401,1.722,0.1935,5861,90.25,0.4619,106200,34.29,25000000,9678000,4.266,1.651,0.9858,5897,121.5,100300,45.81,11.52,15.47,13.4,0,12,0.923733151,5.95
Case#3897,72070,0.0595,20,101000,30,55000,55010,106,30000000,7832000,1953000,3121000,0.002098,462.7,2.10E-09,58640,1.401,1.722,0.1634,6032,92.88,0.4396,106400,35.87,30000000,12420000,4.974,2.059,0.986,6069,122.1,100300,52.47,16.6,16.09,16.34,0,12,1.298408488,5.95
Case#3898,72070,0.0595,20,101000,40,55000,55010,103,20000000,1009000,2842000,4118000,0.002335,1323,2.34E-09,58640,1.401,1.722,0.251,5171,79.62,0.4877,105000,30.25,20000000,5966000,3.868,1.154,0.9853,5198,119.8,99780,42.96,12.71,16.79,14.66,0,12,0.195126668,5.95
Case#3899,72070,0.0595,20,101000,40,55000,55010,103,25000000,4101000,2921000,4223000,0.003092,683.8,3.09E-09,58640,1.401,1.722,0.2016,5811,89.47,0.4676,105600,33.71,25000000,7571000,4.303,1.303,0.9857,5855,121.3,99740,51.84,18.13,18.32,18.22,0,12,0.705730511,5.95
Case#3900,72070,0.0595,20,101000,40,55000,55010,103,30000000,6221000,2882000,4177000,0.003389,463.4,3.39E-09,58640,1.401,1.722,0.1664,6031,92.86,0.4427,105800,35.68,30000000,10580000,4.974,1.755,0.9859,6071,122.1,99780,57.64,21.96,19.06,20.48,0,12,1.031503897,5.95
Case#3901,72070,0.0595,20,101000,40,55000,55010,104.5,20000000,19640,2870000,4150000,0.002459,1207,2.46E-09,58640,1.401,1.722,0.244,5287,81.41,0.486,105100,30.71,20000000,6831000,3.783,1.292,0.9854,5318,120,99770,40.01,9.3,15.55,12.16,0,12,0.003714772,5.95
Case#3902,72070,0.0595,20,101000,40,55000,55010,104.5,25000000,3094000,2918000,4218000,0.003133,652.2,3.13E-09,58640,1.401,1.722,0.1977,5842,89.96,0.4652,105600,33.96,25000000,8565000,4.279,1.466,0.9858,5887,121.4,99740,48.93,14.97,16.91,15.92,0,12,0.529613146,5.95
Case#3903,72070,0.0595,20,101000,40,55000,55010,104.5,30000000,5438000,2881000,4175000,0.003397,457.5,3.40E-09,58640,1.401,1.722,0.1652,6037,92.96,0.4417,105900,35.74,30000000,11360000,4.97,1.883,0.986,6075,122.1,99780,55.43,19.69,17.59,18.62,0,12,0.900778532,5.95
Case#3904,72070,0.0595,20,101000,40,55000,55010,106,25000000,1961000,2915000,4212000,0.003175,621,3.18E-09,58640,1.401,1.722,0.1936,5873,90.44,0.4626,105700,34.22,25000000,9706000,4.257,1.652,0.9858,5910,121.5,99750,45.64,11.43,15.5,13.36,0,12,0.333900902,5.95
Case#3905,72070,0.0595,20,101000,40,55000,55010,106,30000000,4343000,2878000,4172000,0.003406,450.5,3.41E-09,58640,1.401,1.722,0.1636,6044,93.06,0.4404,105900,35.81,30000000,12450000,4.964,2.06,0.986,6082,122.1,99780,52.33,16.52,16.12,16.32,0,12,0.718563865,5.95
Case#3906,72070,0.0595,20,101000,50,55000,55010,103,25000000,634500,3759000,5063000,0.004658,673.3,4.66E-09,58640,1.401,1.722,0.2016,5821,89.63,0.4682,105000,33.65,25000000,7599000,4.295,1.306,0.9857,5866,121.4,99100,51.76,18.1,18.36,18.23,0,12,0.10900189,5.95
Case#3907,72070,0.0595,20,101000,50,55000,55010,103,30000000,2723000,3738000,5046000,0.005135,454.4,5.14E-09,58640,1.401,1.722,0.1667,6040,93,0.4434,105200,35.63,30000000,10610000,4.967,1.757,0.9859,6081,122.1,99130,57.61,21.99,19.1,20.51,0,12,0.450827815,5.95
Case#3908,72070,0.0595,20,101000,50,55000,55010,104.5,30000000,1925000,3736000,5045000,0.005149,448.6,5.15E-09,58640,1.401,1.722,0.1655,6046,93.09,0.4424,105200,35.69,30000000,11400000,4.962,1.885,0.986,6085,122.1,99130,55.37,19.68,17.62,18.63,0,12,0.318392326,5.95
Case#3909,72070,0.0595,20,101000,50,55000,55010,106,30000000,815200,3735000,5043000,0.005165,441.6,5.17E-09,58640,1.401,1.722,0.1639,6053,93.2,0.4411,105200,35.76,30000000,12490000,4.956,2.063,0.986,6092,122.1,99130,52.24,16.47,16.15,16.31,0,12,0.13467702,5.95
Case#3910,72070,0.0595,35,41600,30,55000,55010,103,10000000,2291000,1356000,2287000,0.000618,3919,6.18E-10,58640,0.5772,0.7094,0.2058,2575,39.65,0.4912,43700,32.28,10000000,3140000,3.883,1.219,0.9857,2584,121.2,41120,46.31,14.02,18.19,16.02,0,12,0.889708738,5.95
Case#3911,72070,0.0595,35,41600,30,55000,55010,103,15000000,2724000,1692000,2744000,0.0008217,3302,8.22E-10,58640,0.5772,0.7094,0.1358,3193,49.16,0.49,44180,32.28,15000000,6525000,4.698,2.044,0.9861,3204,122.6,40980,48.77,16.49,19.58,17.99,0,12,0.853116192,5.95
Case#3912,72070,0.0595,35,41600,30,55000,55010,103,20000000,2890000,1841000,2937000,0.0009346,3026,9.35E-10,58640,0.5772,0.7094,0.1047,3468,53.4,0.4895,44390,32.28,20000000,10830000,5.767,3.124,0.9862,3484,123,40910,49.63,17.34,19.97,18.63,0,12,0.833333333,5.95
Case#3913,72070,0.0595,35,41600,30,55000,55010,103,25000000,2986000,1933000,3054000,0.001014,2853,1.01E-09,58640,0.5772,0.7094,0.08517,3641,56.07,0.4893,44520,32.29,25000000,15410000,6.866,4.233,0.9863,3657,123.2,40870,50.1,17.81,20.16,18.96,0,12,0.820104367,5.95
Case#3914,72070,0.0595,35,41600,30,55000,55010,103,30000000,3049000,1997000,3134000,0.001073,2733,1.07E-09,58640,0.5772,0.7094,0.07162,3761,57.92,0.4892,44620,32.29,30000000,20120000,7.976,5.35,0.9863,3778,123.3,40840,50.4,18.11,20.27,19.17,0,12,0.810688647,5.95
Case#3915,72070,0.0595,35,41600,30,55000,55010,104.5,10000000,1752000,1379000,2319000,0.00063,3877,6.30E-10,58640,0.5772,0.7094,0.201,2617,40.3,0.4911,43730,32.28,10000000,3593000,3.821,1.373,0.9857,2625,121.3,41110,42.47,10.19,16.81,13.22,0,12,0.669468857,5.95
Case#3916,72070,0.0595,35,41600,30,55000,55010,104.5,15000000,2153000,1696000,2749000,0.0008244,3295,8.24E-10,58640,0.5772,0.7094,0.135,3200,49.27,0.49,44190,32.28,15000000,7073000,4.688,2.211,0.9861,3212,122.6,40980,44.86,12.58,18.09,15.17,0,12,0.6728125,5.95
Case#3917,72070,0.0595,35,41600,30,55000,55010,104.5,20000000,2311000,1842000,2939000,0.000936,3023,9.36E-10,58640,0.5772,0.7094,0.1043,3471,53.45,0.4895,44400,32.28,20000000,11400000,5.762,3.283,0.9862,3487,123,40910,45.72,13.44,18.47,15.82,0,12,0.665802362,5.95
Case#3918,72070,0.0595,35,41600,30,55000,55010,104.5,25000000,2403000,1934000,3056000,0.001015,2851,1.02E-09,58640,0.5772,0.7094,0.08495,3643,56.1,0.4893,44530,32.29,25000000,15980000,6.862,4.386,0.9863,3659,123.2,40870,46.2,13.92,18.66,16.17,0,12,0.659621191,5.95
Case#3919,72070,0.0595,35,41600,30,55000,55010,104.5,30000000,2464000,1998000,3135000,0.001074,2731,1.07E-09,58640,0.5772,0.7094,0.07146,3763,57.94,0.4892,44620,32.29,30000000,20690000,7.973,5.499,0.9863,3779,123.3,40840,46.52,14.23,18.77,16.39,0,12,0.654796705,5.95
Case#3920,72070,0.0595,35,41600,30,55000,55010,106,10000000,1146000,1401000,2350000,0.0006416,3838,6.42E-10,58640,0.5772,0.7094,0.1965,2657,40.91,0.491,43770,32.28,10000000,4117000,3.764,1.55,0.9858,2662,121.4,41100,38.15,5.871,15.42,9.888,0,12,0.431313511,5.95
Case#3921,72070,0.0595,35,41600,30,55000,55010,106,15000000,1514000,1700000,2755000,0.0008273,3287,8.27E-10,58640,0.5772,0.7094,0.1342,3207,49.38,0.4899,44190,32.28,15000000,7687000,4.677,2.397,0.9861,3219,122.6,40970,40.46,8.177,16.6,11.9,0,12,0.472092298,5.95
Case#3922,72070,0.0595,35,41600,30,55000,55010,106,20000000,1668000,1844000,2941000,0.0009374,3020,9.37E-10,58640,0.5772,0.7094,0.104,3475,53.5,0.4895,44400,32.28,20000000,12020000,5.756,3.46,0.9862,3491,123,40910,41.36,9.077,16.98,12.62,0,12,0.48,5.95
Case#3923,72070,0.0595,35,41600,30,55000,55010,106,25000000,1758000,1936000,3057000,0.001016,2849,1.02E-09,58640,0.5772,0.7094,0.08472,3645,56.13,0.4893,44530,32.29,25000000,16610000,6.858,4.556,0.9863,3661,123.2,40870,41.87,9.581,17.16,13.01,0,12,0.482304527,5.95
Case#3924,72070,0.0595,35,41600,30,55000,55010,106,30000000,1818000,1999000,3136000,0.001075,2730,1.08E-09,58640,0.5772,0.7094,0.07129,3764,57.96,0.4891,44620,32.29,30000000,21320000,7.969,5.665,0.9863,3781,123.3,40840,42.2,9.909,17.27,13.25,0,12,0.482996812,5.95
Case#3925,72070,0.0595,35,41600,40,55000,55010,103,10000000,899200,1734000,2790000,0.0007681,3919,7.68E-10,58640,0.5772,0.7094,0.206,2575,39.65,0.4914,43530,32.29,10000000,3145000,3.883,1.221,0.9857,2585,121.2,40940,46.31,14.02,18.22,16.03,0,12,0.349203883,5.95
Case#3926,72070,0.0595,35,41600,40,55000,55010,103,15000000,1290000,2079000,3224000,0.001016,3303,1.02E-09,58640,0.5772,0.7094,0.136,3192,49.14,0.4901,43990,32.29,15000000,6537000,4.7,2.048,0.9861,3204,122.6,40780,48.77,16.49,19.6,18,0,12,0.404135338,5.95
Case#3927,72070,0.0595,35,41600,40,55000,55010,103,20000000,1437000,2230000,3407000,0.001153,3027,1.15E-09,58640,0.5772,0.7094,0.1049,3467,53.38,0.4897,44190,32.29,20000000,10850000,5.769,3.128,0.9862,3483,123,40700,49.64,17.35,20,18.64,0,12,0.414479377,5.95
Case#3928,72070,0.0595,35,41600,40,55000,55010,103,25000000,1521000,2324000,3519000,0.001249,2854,1.25E-09,58640,0.5772,0.7094,0.08539,3640,56.05,0.4894,44310,32.29,25000000,15420000,6.868,4.237,0.9863,3657,123.2,40660,50.11,17.82,20.19,18.98,0,12,0.417857143,5.95
Case#3929,72070,0.0595,35,41600,40,55000,55010,103,30000000,1576000,2389000,3596000,0.001322,2734,1.32E-09,58640,0.5772,0.7094,0.07181,3761,57.91,0.4893,44400,32.29,30000000,20130000,7.977,5.354,0.9863,3777,123.3,40620,50.42,18.12,20.3,19.19,0,12,0.41903749,5.95
Case#3930,72070,0.0595,35,41600,40,55000,55010,104.5,10000000,355700,1759000,2821000,0.0007832,3876,7.83E-10,58640,0.5772,0.7094,0.2011,2618,40.31,0.4913,43560,32.29,10000000,3597000,3.82,1.374,0.9857,2626,121.3,40930,42.46,10.17,16.84,13.23,0,12,0.135867074,5.95
Case#3931,72070,0.0595,35,41600,40,55000,55010,104.5,15000000,718000,2082000,3229000,0.001019,3296,1.02E-09,58640,0.5772,0.7094,0.1352,3199,49.25,0.4901,43990,32.29,15000000,7083000,4.689,2.214,0.9861,3211,122.6,40780,44.86,12.58,18.12,15.18,0,12,0.224445139,5.95
Case#3932,72070,0.0595,35,41600,40,55000,55010,104.5,20000000,855400,2231000,3409000,0.001155,3024,1.16E-09,58640,0.5772,0.7094,0.1046,3470,53.43,0.4897,44190,32.29,20000000,11410000,5.764,3.287,0.9862,3486,123,40700,45.72,13.43,18.5,15.83,0,12,0.246512968,5.95
Case#3933,72070,0.0595,35,41600,40,55000,55010,104.5,25000000,937700,2325000,3520000,0.00125,2852,1.25E-09,58640,0.5772,0.7094,0.08517,3642,56.08,0.4894,44310,32.29,25000000,15990000,6.864,4.39,0.9863,3658,123.2,40650,46.22,13.93,18.69,16.19,0,12,0.257468424,5.95
Case#3934,72070,0.0595,35,41600,40,55000,55010,104.5,30000000,993900,2390000,3597000,0.001322,2732,1.32E-09,58640,0.5772,0.7094,0.07165,3762,57.93,0.4893,44400,32.29,30000000,20700000,7.974,5.502,0.9863,3779,123.3,40620,46.55,14.26,18.8,16.42,0,12,0.264194577,5.95
Case#3935,72070,0.0595,35,41600,40,55000,55010,106,15000000,76980,2087000,3234000,0.001023,3288,1.02E-09,58640,0.5772,0.7094,0.1344,3206,49.37,0.4901,44000,32.29,15000000,7695000,4.679,2.4,0.9861,3218,122.6,40780,40.45,8.166,16.63,11.9,0,12,0.024011229,5.95
Case#3936,72070,0.0595,35,41600,40,55000,55010,106,20000000,212500,2233000,3411000,0.001156,3021,1.16E-09,58640,0.5772,0.7094,0.1042,3473,53.48,0.4897,44190,32.29,20000000,12030000,5.758,3.463,0.9862,3489,123,40700,41.36,9.071,17,12.63,0,12,0.061186294,5.95
Case#3937,72070,0.0595,35,41600,40,55000,55010,106,25000000,290700,2326000,3522000,0.001252,2850,1.25E-09,58640,0.5772,0.7094,0.08494,3644,56.11,0.4894,44310,32.29,25000000,16620000,6.86,4.56,0.9863,3661,123.2,40650,41.87,9.579,17.19,13.02,0,12,0.079774973,5.95
Case#3938,72070,0.0595,35,41600,40,55000,55010,106,30000000,342700,2391000,3598000,0.001323,2731,1.32E-09,58640,0.5772,0.7094,0.07148,3764,57.95,0.4893,44400,32.29,30000000,21330000,7.971,5.668,0.9863,3780,123.3,40620,42.2,9.91,17.3,13.26,0,12,0.091046759,5.95
Case#3939,72070,0.0595,35,41600,50,55000,55010,103,25000000,34300,2709000,3950000,0.00152,2855,1.52E-09,58640,0.5772,0.7094,0.08563,3639,56.04,0.4896,44080,32.29,25000000,15440000,6.87,4.242,0.9863,3656,123.2,40420,50.12,17.83,20.22,19,0,12,0.009425666,5.95
Case#3940,72070,0.0595,35,41600,50,55000,55010,103,30000000,81960,2774000,4023000,0.001607,2734,1.61E-09,58640,0.5772,0.7094,0.07202,3760,57.89,0.4894,44160,32.3,30000000,20150000,7.979,5.359,0.9863,3777,123.3,40380,50.43,18.14,20.33,19.21,0,12,0.021797872,5.95
Case#3941,72070,0.0595,35,61400,30,55000,55010,103,10000000,2382000,1371000,2309000,0.0006328,3801,6.33E-10,58640,0.8519,1.047,0.2908,2694,41.48,0.4931,63620,32.51,10000000,3049000,3.712,1.132,0.985,2704,118.1,60910,41.97,9.465,15.07,12.05,0,12,0.884187082,5.95
Case#3942,72070,0.0595,35,61400,30,55000,55010,103,15000000,3516000,1982000,3117000,0.001076,2669,1.08E-09,58640,0.8519,1.047,0.2029,3825,58.9,0.4905,64490,32.7,15000000,4768000,3.922,1.246,0.9857,3842,121.3,60650,46.93,14.23,18.27,16.16,0,12,0.919215686,5.95
Case#3943,72070,0.0595,35,61400,30,55000,55010,103,20000000,4062000,2325000,3534000,0.001487,2008,1.49E-09,58640,0.8519,1.047,0.1517,4486,69.08,0.4893,64990,32.95,20000000,7995000,4.458,1.782,0.986,4513,122.3,60470,49.09,16.14,19.34,17.69,0,12,0.905483727,5.95
Case#3944,72070,0.0595,35,61400,30,55000,55010,103,25000000,4350000,2503000,3742000,0.001788,1649,1.79E-09,58640,0.8519,1.047,0.1237,4845,74.61,0.4885,65250,33.17,25000000,12070000,5.16,2.491,0.9861,4874,122.8,60380,50.18,17.01,19.75,18.35,0,12,0.897832817,5.95
Case#3945,72070,0.0595,35,61400,30,55000,55010,103,30000000,4551000,2616000,3871000,0.002028,1412,2.03E-09,58640,0.8519,1.047,0.1052,5082,78.26,0.4878,65430,33.38,30000000,16470000,5.903,3.24,0.9862,5111,123,60320,50.93,17.54,19.97,18.73,0,12,0.895513577,5.95
Case#3946,72070,0.0595,35,61400,30,55000,55010,104.5,10000000,1681000,1428000,2389000,0.0006647,3696,6.65E-10,58640,0.8519,1.047,0.2826,2798,43.09,0.4928,63700,32.52,10000000,3532000,3.574,1.262,0.9851,2813,118.5,60890,38.43,5.909,13.98,9.373,0,12,0.600786276,5.95
Case#3947,72070,0.0595,35,61400,30,55000,55010,104.5,15000000,2724000,2010000,3152000,0.001104,2617,1.10E-09,58640,0.8519,1.047,0.1988,3878,59.71,0.4904,64530,32.72,15000000,5445000,3.868,1.404,0.9858,3898,121.4,60630,43.12,10.4,16.88,13.38,0,12,0.70242393,5.95
Case#3948,72070,0.0595,35,61400,30,55000,55010,104.5,20000000,3227000,2333000,3543000,0.001499,1992,1.50E-09,58640,0.8519,1.047,0.1504,4502,69.32,0.4892,65000,32.95,20000000,8787000,4.442,1.952,0.986,4529,122.4,60470,45.19,12.23,17.86,14.87,0,12,0.716792537,5.95
Case#3949,72070,0.0595,35,61400,30,55000,55010,104.5,25000000,3505000,2507000,3746000,0.001795,1641,1.80E-09,58640,0.8519,1.047,0.1232,4853,74.73,0.4885,65260,33.17,25000000,12890000,5.152,2.656,0.9861,4881,122.8,60380,46.29,13.11,18.26,15.54,0,12,0.72223367,5.95
